practice_hours,quiz_score,passed,skill_level
8.630,80.322,1,1
1.286,56.604,0,0
0.864,82.492,1,1
9.734,64.256,0,0
2.877,48.297,0,0
3.553,99.274,1,2
1.852,75.899,0,1
6.845,78.386,1,1
0.797,53.954,0,0
8.491,86.701,1,2
3.484,48.897,0,0
7.939,54.027,0,0
9.607,90.817,1,2
7.403,87.125,1,1
4.746,69.452,1,1
6.749,53.712,0,0
9.053,71.631,1,1
7.613,59.900,0,0
3.023,65.421,0,1
0.576,54.668,0,0
9.298,95.160,1,2
6.734,90.352,1,2
1.135,99.188,1,2
6.010,64.128,0,1
6.390,68.819,0,1
3.434,82.685,1,2
9.360,95.492,1,2
2.898,51.985,0,0
1.938,52.527,0,0
3.593,48.695,0,0
3.884,47.699,0,0
9.341,56.980,0,0
7.071,61.511,0,0
1.719,69.585,0,1
4.437,82.776,1,2
1.528,86.294,1,1
7.557,94.409,1,2
9.049,88.751,1,2
1.435,62.001,0,0
5.499,99.415,1,2
2.946,63.948,0,0
3.350,52.620,0,0
7.968,94.090,1,2
10.270,95.270,1,2
3.289,68.598,0,1
5.926,55.386,0,0
3.603,62.430,0,1
1.121,96.693,1,2
6.525,50.427,0,0
2.054,84.720,1,2
7.377,46.989,0,0
7.972,80.644,1,1
1.923,89.527,1,2
6.463,78.020,1,1
2.584,45.553,0,0
8.131,48.885,0,0
3.359,71.964,1,1
7.396,86.887,1,2
6.979,51.955,0,0
6.252,66.139,0,1
2.676,97.640,1,2
8.843,45.479,0,0
4.048,98.773,1,2
8.206,55.397,0,0
5.250,55.365,0,0
4.981,91.962,1,2
7.622,98.355,1,2
3.909,85.662,1,2
8.135,45.453,0,0
4.949,54.266,0,0
7.905,98.240,1,2
7.475,75.623,0,1
9.953,88.830,1,2
4.586,89.738,1,2
3.990,76.461,1,1
10.448,57.815,0,0
5.663,62.116,0,1
4.685,92.438,1,2
7.507,98.240,1,2
3.001,56.343,0,0
10.078,82.570,1,1
8.039,87.723,1,2
6.990,54.999,0,0
3.418,76.685,1,1
8.593,81.835,1,1
9.691,66.400,0,1
8.414,65.896,0,0
9.623,62.812,0,0
1.422,85.651,1,1
7.912,94.179,1,2
9.163,77.870,1,1
5.262,50.063,0,0
1.301,85.489,1,2
5.926,65.733,0,1
2.925,95.664,1,2
0.826,70.169,0,0
9.858,78.318,0,1
8.823,77.880,1,1
6.845,94.177,1,2
7.985,82.474,1,1
7.214,75.334,1,1
5.128,77.402,1,1
1.713,78.453,0,1
3.387,84.299,1,2
5.561,95.860,1,2
6.321,67.709,0,1
3.515,72.051,1,1
1.772,85.991,1,2
3.923,92.960,1,2
2.356,89.967,1,2
9.806,83.995,1,1
2.710,77.308,1,1
4.441,52.373,0,0
5.919,48.340,0,0
3.023,51.672,0,0
5.449,86.928,1,2
6.027,48.011,0,0
0.991,57.342,0,0
9.974,80.329,1,1
5.880,67.003,0,1
1.961,46.395,0,0
10.324,97.259,1,2
2.182,92.614,1,2
7.775,45.618,0,0
5.324,76.992,1,1
3.076,95.793,1,2
4.296,51.231,0,0
5.312,71.422,0,1
4.209,65.627,0,1
2.970,99.814,1,2
4.661,48.856,0,0
4.858,48.680,0,0
7.378,69.255,0,1
2.476,70.970,0,1
0.955,66.557,0,0
8.838,77.993,1,1
1.193,60.445,0,0
6.814,85.525,1,2
5.990,68.908,0,1
10.250,98.881,1,2
2.399,49.296,0,0
9.377,80.005,1,1
1.803,56.177,0,0
2.215,79.370,1,1
7.038,74.788,1,1
2.157,58.924,0,0
6.365,66.454,0,1
7.250,73.747,0,1
1.754,79.504,0,1
8.402,94.542,1,2
4.731,76.726,1,1
10.171,93.751,1,2
0.614,77.250,0,1
1.286,76.076,0,1
6.701,52.848,0,0
3.072,82.507,1,2
4.527,99.734,1,2
9.589,56.925,0,0
3.938,89.568,1,2
1.012,78.435,0,1
1.930,49.237,0,0
6.056,58.008,0,0
8.248,71.805,0,1
8.078,51.615,0,0
5.215,49.642,0,0
2.896,65.738,0,1
1.785,98.080,1,2
2.733,59.310,0,0
2.504,98.552,1,2
9.574,54.906,0,0
4.578,66.990,1,1
1.667,92.922,1,2
6.881,67.166,0,1
5.072,92.992,1,2
0.791,76.217,0,1
10.298,77.199,0,1
9.963,89.692,1,2
3.126,87.762,1,2
8.830,52.092,0,0
5.051,75.203,1,1
7.237,96.440,1,2
7.034,61.450,0,0
7.819,53.379,0,0
4.905,95.941,1,2
1.966,81.077,1,1
8.543,88.077,1,2
4.904,80.069,1,2
4.921,51.106,0,0
8.093,94.850,1,2
7.354,57.084,0,0
10.390,91.358,1,2
4.379,72.392,1,1
6.849,65.280,0,0
1.338,57.464,0,0
1.626,94.808,1,2
3.047,91.068,1,2
3.299,53.044,0,0
4.962,98.621,1,2
2.788,55.731,0,0
9.861,98.168,1,2
4.780,79.158,1,1
4.324,73.261,1,1
9.520,85.626,1,1
8.457,91.213,1,2
8.202,67.715,0,1
9.641,92.143,1,2
7.866,93.420,1,2
3.556,68.314,1,1
10.113,85.628,1,1
0.771,79.596,0,1
9.471,76.923,1,1
4.694,77.090,1,1
3.877,53.744,0,0
5.246,91.957,1,2
4.498,81.276,1,2
9.104,50.497,0,0
8.561,74.320,0,1
7.967,57.112,0,0
2.827,70.113,0,1
4.899,87.139,1,2
1.250,47.411,0,0
7.925,85.860,1,2
0.922,67.349,0,0
4.459,50.325,0,0
2.011,50.646,0,0
9.021,98.444,1,2
9.685,68.009,0,1
3.395,59.904,0,0
9.224,87.063,1,2
2.280,45.219,0,0
7.611,97.591,1,2
3.007,75.230,1,1
4.955,48.891,0,0
6.610,76.289,1,1
4.011,91.775,1,2
2.478,74.428,0,1
6.379,47.241,0,0
8.440,65.198,0,0
10.458,53.337,0,0
3.723,45.475,0,0
3.076,83.775,1,2
1.264,83.618,0,1
2.547,50.471,0,0
0.759,67.184,0,0
2.997,84.421,1,2
7.760,55.689,0,0
1.647,74.695,0,1
6.963,52.484,0,0
3.449,49.282,0,0
2.789,84.840,1,2
5.336,62.570,0,1
4.862,81.259,1,2
4.968,79.579,1,2
1.676,91.485,1,2
6.146,50.869,0,0
9.521,71.576,0,1
0.593,47.984,0,0
1.310,88.619,1,2
6.360,70.761,0,1
3.686,83.126,1,2
3.019,93.443,1,2
10.380,81.349,1,1
3.582,53.948,0,0
9.709,63.148,0,0
6.668,89.308,1,2
0.803,63.704,0,0
3.159,78.633,1,2
1.257,70.594,0,0
5.879,82.096,1,1
9.583,88.556,1,2
1.026,80.932,0,1
0.780,92.455,1,1
0.793,55.522,0,0
3.230,89.575,1,2
2.162,55.795,0,0
10.183,78.721,0,1
8.250,91.770,1,2
9.893,82.860,1,1
6.299,47.640,0,0
8.711,90.850,1,2
7.589,63.212,0,0
3.421,52.042,0,0
7.027,98.205,1,2
3.393,65.694,0,1
5.142,52.534,0,0
8.727,91.518,1,2
2.707,80.671,1,1
2.249,50.898,0,0
9.016,46.511,0,0
5.132,95.721,1,2
2.238,97.704,1,2
3.678,95.118,1,2
3.306,90.095,1,2
9.462,47.986,0,0
5.228,95.482,1,2
9.702,62.260,0,0
5.203,66.153,0,1
9.894,55.189,0,0
9.665,60.266,0,0
6.176,46.666,0,0
8.364,97.131,1,2
3.371,48.811,0,0
1.655,99.640,1,2
6.542,47.974,0,0
1.052,58.311,0,0
5.175,49.690,0,0
6.700,97.227,1,2
8.176,52.833,0,0
9.467,84.979,1,1
2.541,87.470,1,2
9.155,84.551,1,2
5.463,55.378,0,0
6.728,90.144,1,2
5.120,61.045,0,1
8.978,93.146,1,2
3.500,48.118,0,0
0.581,48.313,0,0
8.792,50.472,0,0
7.116,55.490,0,0
7.665,95.626,1,2
1.742,60.102,0,0
2.562,45.580,0,0
6.754,75.748,1,1
7.972,73.724,1,1
7.111,57.602,0,0
6.460,84.441,1,2
7.048,68.063,0,1
1.978,45.048,0,0
5.007,64.633,0,1
3.795,66.076,0,1
7.862,59.977,0,0
5.674,54.141,0,0
7.701,70.972,1,1
7.448,93.664,1,2
9.552,55.646,0,0
9.062,94.293,1,2
1.016,49.482,0,0
7.177,78.947,1,1
4.235,51.408,0,0
1.509,79.606,0,1
5.283,60.992,0,0
8.932,83.491,1,1
8.464,91.077,1,2
1.558,60.213,0,0
2.523,90.381,1,2
7.449,57.892,0,0
10.182,69.940,0,0
1.272,49.449,0,0
1.387,68.991,0,0
7.456,96.818,1,2
6.660,53.971,0,0
8.611,71.709,0,1
2.483,48.450,0,0
5.443,84.959,1,2
8.509,57.874,0,0
4.324,86.811,1,2
4.496,79.741,1,2
0.828,97.971,1,2
8.478,56.594,0,0
4.966,83.973,1,2
4.280,78.672,1,1
7.054,49.337,0,0
9.029,73.659,0,1
9.163,97.999,1,2
3.924,91.012,1,2
6.583,63.810,0,1
4.375,78.893,1,1
8.888,63.391,0,1
8.436,87.836,1,2
7.117,85.109,1,2
8.735,54.547,0,0
5.598,87.909,1,2
6.210,97.377,1,2
2.126,79.809,0,1
7.579,90.022,1,2
3.382,64.944,0,1
6.118,50.469,0,0
0.521,84.462,0,1
4.474,86.182,1,2
6.658,79.351,1,1
6.807,93.651,1,2
6.137,53.762,0,0
3.020,74.256,1,1
7.044,50.887,0,0
7.112,89.462,1,2
6.399,57.124,0,0
4.271,51.398,0,0
2.021,89.592,1,2
6.066,72.862,1,1
1.019,81.690,0,1
9.662,89.777,1,2
4.026,86.976,1,2
3.329,98.823,1,2
5.007,90.357,1,2
1.538,94.372,1,2
9.342,53.849,0,0
10.296,48.902,0,0
8.732,93.335,1,2
6.238,68.596,0,1
9.907,91.312,1,2
3.804,92.662,1,2
5.151,84.248,1,2
2.215,68.943,0,1
4.747,82.284,1,2
9.776,75.177,0,1
7.134,84.006,1,2
5.957,49.004,0,0
5.860,62.122,0,1
6.850,74.318,0,1
6.599,79.029,1,1
5.025,62.508,0,1
5.608,62.722,0,1
1.513,49.314,0,0
4.934,94.071,1,2
7.247,95.213,1,2
2.733,58.999,0,0
3.269,60.194,0,0
8.548,51.414,0,0
1.859,82.996,1,1
2.455,80.358,1,2
8.685,65.997,0,1
1.709,88.627,1,2
3.505,89.650,1,2
9.604,48.180,0,0
4.629,48.000,0,0
8.675,81.683,1,1
8.146,62.656,0,0
0.700,93.462,1,2
2.696,54.715,0,0
9.619,62.570,0,0
3.713,51.713,0,0
4.539,92.017,1,2
9.848,93.500,1,2
1.597,79.861,1,1
10.217,99.040,1,2
6.967,83.446,1,2
6.785,56.717,0,0
0.508,64.712,0,0
6.807,92.258,1,2
8.721,62.387,0,0
4.441,62.074,0,1
1.231,84.346,1,1
1.820,91.395,1,2
1.276,95.987,1,2
4.650,81.910,1,2
8.671,51.395,0,0
1.087,55.553,0,0
4.558,89.849,1,2
4.508,62.771,0,1
4.481,86.794,1,2
5.767,50.178,0,0
5.853,66.867,0,1
2.541,86.060,1,2
8.444,82.409,1,1
5.670,87.786,1,2
4.021,86.487,1,2
10.141,80.024,0,1
7.558,98.384,1,2
2.130,79.765,0,1
10.192,60.931,0,0
6.283,81.648,1,1
3.903,67.835,0,1
2.874,64.213,0,1
1.178,85.431,1,1
2.939,82.322,1,2
3.390,48.128,0,0
3.941,96.395,1,2
10.380,49.696,0,0
6.424,84.760,1,2
2.422,59.790,0,0
4.206,77.717,1,1
4.824,77.324,1,1
1.331,67.461,0,0
5.184,85.145,1,2
5.583,94.434,1,2
9.596,75.181,0,1
4.832,52.339,0,0
7.387,75.782,1,1
7.297,96.663,1,2
2.250,66.436,0,0
6.172,45.350,0,0
4.990,68.381,0,1
2.127,59.345,0,0
0.739,75.456,0,1
10.458,53.394,0,0
1.405,98.283,1,2
9.366,92.036,1,2
4.165,47.410,0,0
1.317,96.816,1,2
10.146,48.922,0,0
7.103,45.494,0,0
4.545,90.410,1,2
8.880,46.467,0,0
7.577,82.177,1,1
4.656,69.607,0,1
7.679,59.398,0,0
7.878,64.727,0,0
2.222,54.631,0,0
7.664,52.437,0,0
9.666,66.865,0,0
7.376,70.014,0,1
8.494,54.232,0,0
10.400,46.205,0,0
8.464,52.599,0,0
5.198,84.891,1,2
6.122,95.465,1,2
8.168,99.037,1,2
6.823,55.495,0,0
1.209,70.535,0,0
1.102,97.776,1,2
3.226,53.026,0,0
8.683,94.474,1,2
2.716,49.086,0,0
3.690,69.750,1,1
8.731,63.446,0,0
1.789,85.903,1,2
3.298,98.728,1,2
3.064,72.437,1,1
0.974,95.003,1,2
7.926,94.396,1,2
3.706,87.898,1,2
4.576,64.772,0,1
3.830,46.977,0,0
1.158,86.828,1,1
8.948,53.720,0,0
1.845,71.454,0,1
3.355,81.015,1,2
7.708,47.494,0,0
3.984,77.025,1,1
5.568,96.320,1,2
3.802,80.894,1,1
6.102,97.193,1,2
3.673,88.407,1,2
5.064,63.595,0,1
0.589,69.310,0,0
0.652,78.299,0,1
5.569,68.965,0,1
8.670,94.513,1,2
10.486,95.981,1,2
8.532,58.488,0,0
5.744,47.377,0,0
6.943,82.457,1,1
7.214,82.687,1,2
7.796,91.426,1,2
10.418,66.132,0,0
3.937,92.853,1,2
4.964,65.258,0,1
8.290,87.461,1,2
2.660,85.427,1,2
1.460,87.625,1,2
9.489,78.044,1,1
0.660,76.816,0,1
9.439,91.483,1,2
9.648,69.328,0,1
2.156,66.612,0,1
8.052,54.396,0,0
3.388,50.867,0,0
3.211,86.979,1,2
10.336,81.531,1,1
9.370,54.150,0,0
8.144,61.433,0,0
4.861,80.548,1,2
10.359,63.378,0,0
6.205,69.759,0,1
10.300,70.155,0,1
7.714,68.458,0,1
0.968,56.499,0,0
8.482,64.101,0,1
8.880,87.343,1,2
9.311,86.828,1,2
6.721,94.839,1,2
0.876,83.711,0,1
9.175,94.583,1,2
4.720,95.345,1,2
2.466,96.282,1,2
2.585,72.574,0,1
2.516,90.434,1,2
8.657,81.232,1,1
1.227,67.749,0,0
9.682,62.496,0,0
0.669,69.988,0,0
7.729,82.322,1,1
2.806,87.273,1,2
5.648,61.027,0,1
2.273,55.586,0,0
9.497,67.315,0,1
2.059,65.719,0,0
5.168,65.897,0,1
6.586,93.207,1,2
5.032,92.603,1,2
2.662,47.078,0,0
3.400,64.570,0,1
9.845,60.023,0,0
1.752,95.736,1,2
0.676,99.783,1,2
9.587,76.380,0,1
9.362,51.675,0,0
7.352,48.464,0,0
5.220,71.659,1,1
10.019,77.770,0,1
4.631,49.665,0,0
0.630,81.181,0,1
4.852,46.746,0,0
5.792,88.827,1,2
5.983,47.531,0,0
9.382,85.823,1,1
1.177,87.019,1,1
9.041,57.582,0,0
5.723,56.867,0,0
7.822,72.909,1,1
4.637,48.339,0,0
3.462,68.702,0,1
3.857,84.967,1,2
3.245,92.949,1,2
5.036,67.443,1,1
6.479,53.391,0,0
8.809,52.241,0,0
2.244,56.855,0,0
5.001,58.115,0,1
5.821,98.584,1,2
8.682,99.229,1,2
7.602,72.164,0,1
6.732,94.175,1,2
7.243,96.765,1,2
4.982,55.878,0,0
8.565,56.961,0,0
8.874,89.784,1,2
6.162,59.095,0,0
1.670,61.647,0,0
4.762,69.374,1,1
3.147,63.176,0,1
2.418,59.485,0,0
3.467,47.478,0,0
8.693,78.689,1,1
3.978,79.354,1,1
4.797,69.443,0,1
4.328,70.883,1,1
2.346,64.809,0,1
6.214,94.594,1,2
4.667,54.307,0,0
9.866,52.292,0,0
6.685,97.021,1,2
10.280,60.122,0,0
9.089,62.658,0,0
5.408,66.218,0,1
0.664,85.439,0,1
2.629,85.592,1,2
1.693,93.944,1,2
7.876,56.143,0,0
1.878,89.653,1,2
6.951,46.913,0,0
3.725,97.261,1,2
5.305,89.320,1,2
8.067,93.703,1,2
3.483,65.608,0,1
2.217,59.245,0,0
3.380,60.645,0,0
9.936,60.710,0,0
6.028,86.083,1,2
3.371,71.429,1,1
1.957,93.907,1,2
1.182,62.265,0,0
3.840,45.325,0,0
6.640,47.369,0,0
5.068,90.968,1,2
8.622,76.908,1,1
10.447,92.939,1,2
6.202,55.657,0,0
3.949,64.960,0,1
8.447,86.125,1,2
1.387,73.078,0,1
8.096,82.769,1,2
9.317,90.885,1,2
8.261,55.885,0,0
1.487,50.473,0,0
6.311,91.497,1,2
8.522,68.793,0,1
4.616,87.186,1,2
8.940,99.546,1,2
2.160,51.394,0,0
5.787,59.920,0,1
6.082,99.395,1,2
8.383,64.582,0,0
4.620,94.680,1,2
3.083,78.942,1,1
7.621,79.233,1,1
1.642,48.263,0,0
4.179,48.905,0,0
5.180,84.967,1,2
8.378,85.651,1,2
4.748,61.561,0,1
6.122,83.171,1,2
7.283,93.909,1,2
7.256,51.426,0,0
10.135,70.265,0,1
5.132,93.414,1,2
6.218,50.843,0,0
0.694,62.641,0,0
2.419,85.035,1,2
2.988,94.124,1,2
2.612,88.076,1,2
5.691,46.521,0,0
2.493,67.895,0,1
6.200,54.049,0,0
8.758,47.958,0,0
1.226,66.587,0,0
2.929,62.949,0,0
5.467,86.482,1,2
0.962,74.188,0,0
1.933,60.907,0,0
6.250,74.208,1,1
4.495,63.734,0,1
9.537,62.157,0,0
6.204,84.791,1,2
8.071,53.322,0,0
3.959,45.786,0,0
4.271,45.186,0,0
9.035,63.073,0,0
6.653,71.155,0,1
9.645,98.753,1,2
3.024,97.762,1,2
1.646,53.755,0,0
7.272,82.932,1,2
1.751,45.562,0,0
1.260,82.155,1,1
4.404,99.600,1,2
7.365,78.155,1,1
4.104,82.889,1,2
8.031,80.072,1,1
5.053,45.420,0,0
3.349,60.540,0,1
5.843,69.233,1,1
6.545,73.697,0,1
1.999,75.007,0,1
6.416,81.946,1,2
2.185,69.517,0,1
10.182,60.488,0,0
5.815,83.343,1,2
2.554,48.016,0,0
0.925,48.617,0,0
2.645,71.394,0,1
3.683,65.848,0,1
6.235,60.839,0,0
7.135,61.350,0,0
7.616,90.213,1,2
4.911,79.243,1,1
6.802,46.090,0,0
6.036,58.478,0,0
3.465,68.947,0,1
2.690,58.258,0,0
4.493,68.058,0,1
7.396,71.653,0,1
1.845,51.228,0,0
6.860,65.281,0,1
0.707,72.930,0,0
2.337,70.181,0,1
7.198,79.337,1,1
8.581,64.631,0,0
8.172,64.507,0,1
7.335,69.550,0,1
3.041,90.115,1,2
10.378,95.958,1,2
6.510,75.323,1,1
9.601,86.762,1,2
9.865,71.488,0,1
2.887,83.967,1,2
10.198,70.267,0,1
1.312,72.809,0,0
6.874,84.063,1,2
3.067,94.410,1,2
1.441,62.493,0,0
6.194,98.463,1,2
2.626,77.719,1,1
8.364,46.550,0,0
5.116,68.894,0,1
3.198,98.464,1,2
0.618,57.552,0,0
7.420,84.305,1,2
6.865,90.352,1,2
8.552,79.597,1,1
4.332,75.548,1,1
9.649,96.416,1,2
0.736,49.094,0,0
9.688,63.882,0,0
8.147,99.966,1,2
1.524,97.732,1,2
10.371,47.012,0,0
1.398,70.150,0,0
8.011,72.572,0,1
2.944,50.905,0,0
7.410,50.653,0,0
8.870,51.539,0,0
1.679,49.804,0,0
3.745,53.560,0,0
9.452,59.087,0,0
5.275,90.259,1,2
2.031,53.570,0,0
1.369,83.130,0,1
1.730,88.568,1,2
1.558,97.524,1,2
4.069,56.448,0,0
8.266,79.168,1,1
5.029,48.962,0,0
1.483,50.688,0,0
4.026,88.875,1,2
5.337,91.979,1,2
4.982,98.175,1,2
6.913,98.099,1,2
7.306,62.690,0,0
7.978,73.983,0,1
5.859,99.512,1,2
0.799,83.673,1,1
8.196,57.379,0,0
8.331,55.973,0,0
7.794,71.600,0,1
4.876,66.295,0,1
9.369,92.549,1,2
1.463,77.924,0,1
7.902,75.016,1,1
6.463,59.630,0,0
7.501,76.861,1,1
1.173,73.400,0,1
10.181,69.564,0,0
0.802,65.309,0,0
2.269,75.904,1,1
5.666,71.385,0,1
6.229,45.932,0,0
2.279,54.250,0,0
3.374,48.694,0,0
9.651,69.262,0,1
3.713,97.528,1,2
4.952,96.142,1,2
1.615,67.404,0,0
6.189,98.380,1,2
7.509,57.434,0,0
7.909,66.151,0,1
2.826,94.417,1,2
4.192,72.834,1,1
7.044,58.817,0,0
10.230,78.991,0,1
8.198,54.908,0,0
2.692,76.321,1,1
1.155,64.670,0,0
3.781,59.295,0,1
5.793,53.272,0,0
3.220,75.304,1,1
8.399,85.453,1,2
3.065,86.565,1,2
1.739,56.575,0,0
6.524,62.970,0,0
8.101,57.647,0,0
2.550,83.572,1,1
3.838,99.578,1,2
3.098,81.327,1,1
0.788,84.200,1,1
7.328,55.427,0,0
1.008,68.649,0,0
6.619,66.963,0,1
6.771,86.384,1,2
5.802,46.280,0,0
0.925,76.683,0,1
0.874,72.135,0,0
5.650,83.539,1,2
5.406,84.555,1,2
0.655,52.702,0,0
0.608,68.121,0,0
8.234,89.068,1,2
3.745,66.444,0,1
7.669,45.097,0,0
2.486,97.049,1,2
3.156,56.045,0,0
9.482,75.080,0,1
2.477,50.840,0,0
4.583,89.559,1,2
5.486,60.300,0,0
7.619,46.877,0,0
3.708,74.782,1,1
6.993,57.110,0,0
2.722,69.952,0,1
7.313,97.731,1,2
0.712,49.356,0,0
2.368,51.748,0,0
1.110,69.537,0,0
1.520,57.056,0,0
7.982,92.990,1,2
5.141,49.846,0,0
8.333,94.160,1,2
10.250,47.398,0,0
2.361,57.821,0,0
8.189,45.761,0,0
10.219,51.346,0,0
3.594,65.230,0,1
1.272,64.709,0,0
5.118,52.770,0,0
5.926,56.216,0,0
7.381,65.652,0,1
6.208,47.032,0,0
3.518,95.907,1,2
2.124,88.963,1,2
3.900,47.157,0,0
5.188,62.118,0,1
2.356,59.401,0,0
3.487,82.321,1,2
9.341,86.386,1,2
4.735,48.354,0,0
1.753,81.416,1,1
7.155,45.300,0,0
4.050,50.508,0,0
5.651,71.635,1,1
4.427,52.180,0,0
1.648,51.801,0,0
7.871,91.573,1,2
6.188,85.280,1,2
10.390,87.117,1,1
0.547,50.103,0,0
6.273,73.873,1,1
4.757,45.685,0,0
4.848,92.082,1,2
7.726,76.371,0,1
2.924,70.168,0,1
4.500,62.007,0,1
1.833,79.052,0,1
6.168,49.648,0,0
4.874,87.067,1,2
0.926,96.255,1,2
2.804,87.806,1,2
4.453,45.237,0,0
5.819,89.590,1,2
1.429,95.819,1,2
6.693,98.514,1,2
8.677,46.557,0,0
3.829,54.348,0,0
1.167,68.707,0,0
1.966,62.319,0,0
8.130,55.939,0,0
5.822,82.594,1,2
1.861,58.876,0,0
2.179,69.868,0,1
8.832,83.956,1,2
7.295,88.096,1,2
7.456,97.729,1,2
1.904,49.098,0,0
10.405,61.522,0,0
3.039,92.448,1,2
4.040,54.474,0,0
2.839,88.740,1,2
9.926,62.657,0,0
6.816,94.101,1,2
6.033,70.229,1,1
4.642,94.252,1,2
7.671,83.787,1,2
5.186,48.544,0,0
5.117,63.268,0,1
2.018,61.028,0,0
8.736,72.661,0,1
1.162,74.036,0,1
9.575,59.852,0,0
9.664,76.893,0,1
5.734,52.073,0,0
2.133,94.262,1,2
2.679,84.660,1,2
1.897,59.994,0,0
7.508,53.602,0,0
4.128,82.164,1,2
10.323,71.032,0,0
3.913,88.389,1,2
3.797,96.077,1,2
7.267,50.828,0,0
9.283,57.526,0,0
5.767,71.266,1,1
1.722,63.863,0,0
2.207,99.528,1,2
7.651,67.160,0,1
8.158,80.489,1,1
10.399,46.214,0,0
6.232,95.437,1,2
8.320,50.091,0,0
7.248,82.943,1,2
5.998,64.677,0,1
8.582,57.621,0,0
2.538,87.521,1,2
2.031,93.509,1,2
3.597,63.299,0,1
4.350,63.090,0,1
9.995,54.982,0,0
8.749,63.573,0,1
7.944,71.554,0,1
9.415,70.829,0,1
4.334,53.226,0,0
10.347,53.403,0,0
9.576,77.742,0,1
2.352,53.166,0,0
4.277,93.444,1,2
3.580,91.223,1,2
2.430,74.623,1,1
9.872,55.192,0,0
4.406,81.572,1,2
9.190,73.457,0,1
6.465,68.819,0,1
1.098,84.708,1,1
4.835,59.897,0,1
8.300,77.518,0,1
3.689,93.146,1,2
3.427,59.639,0,0
1.435,45.800,0,0
5.240,77.703,1,1
9.924,58.644,0,0
0.687,49.142,0,0
9.368,62.934,0,0
6.497,69.265,0,1
3.303,61.389,0,0
9.483,70.483,0,1
9.775,94.791,1,2
10.231,65.109,0,0
5.127,58.348,0,0
4.644,50.484,0,0
7.146,46.730,0,0
9.388,92.072,1,2
4.000,85.655,1,2
3.820,57.548,0,1
4.587,65.675,0,1
0.710,97.616,1,2
8.901,63.786,0,0
5.076,52.881,0,0
5.168,79.535,1,1
6.828,98.915,1,2
8.589,67.535,0,1
7.554,90.224,1,2
3.836,85.239,1,2
3.447,79.427,1,2
3.831,57.046,0,0
5.822,51.362,0,0
8.608,83.741,1,2
0.580,81.645,1,1
6.553,95.527,1,2
8.939,54.848,0,0
6.115,57.491,0,0
4.311,96.467,1,2
5.241,65.219,0,1
5.646,83.379,1,2
6.770,94.194,1,2
1.251,74.643,0,1
8.424,45.325,0,0
6.017,90.159,1,2
3.271,97.777,1,2
9.655,83.055,1,1
4.485,61.118,0,1
8.249,69.140,0,1
3.475,63.854,0,1
5.982,55.258,0,0
2.399,73.972,0,1
3.236,92.024,1,2
3.792,76.404,1,1
1.936,89.038,1,2
8.105,71.747,0,1
5.006,50.085,0,0
3.971,52.403,0,0
6.351,49.010,0,0
2.799,86.143,1,2
4.879,67.456,0,1
6.177,63.049,0,1
6.660,95.886,1,2
4.725,75.630,1,1
7.930,72.363,0,1
9.168,49.243,0,0
10.134,89.645,1,2
6.102,51.341,0,0
10.152,81.048,0,1
9.884,63.425,0,0
7.053,67.211,0,1
1.845,85.443,1,2
6.911,89.538,1,2
5.812,50.327,0,0
7.525,81.617,1,1
3.208,75.096,1,1
10.430,75.243,0,1
3.963,59.384,0,0
10.496,85.211,1,1
3.264,95.043,1,2
5.277,75.608,1,1
7.315,48.269,0,0
3.097,96.776,1,2
4.566,85.533,1,2
7.117,54.203,0,0
8.027,67.246,0,1
9.668,85.650,1,2
6.018,79.391,1,1
10.128,63.549,0,0
3.320,70.847,1,1
6.591,95.036,1,2
8.075,82.650,1,1
1.332,81.661,1,1
8.370,68.622,0,1
8.691,46.740,0,0
6.126,57.632,0,0
9.737,73.493,0,1
7.494,54.780,0,0
4.170,78.271,1,2
8.567,98.139,1,2
5.689,79.114,1,1
7.332,76.557,1,1
10.382,78.861,0,1
7.463,68.947,0,1
8.274,63.037,0,0
8.662,82.836,1,1
2.504,69.189,0,1
0.876,50.949,0,0
1.258,54.219,0,0
5.147,67.177,1,1
10.157,87.534,1,2
4.961,47.567,0,0
9.738,81.417,1,1
3.432,91.825,1,2
1.920,51.246,0,0
4.565,88.733,1,2
8.943,81.542,1,1
10.174,86.469,1,1
5.884,47.170,0,0
4.301,64.626,0,1
8.375,85.163,1,2
4.752,56.442,0,0
3.521,74.140,1,1
8.062,79.510,1,1
1.330,69.639,0,0
8.268,73.667,1,1
10.041,45.819,0,0
1.529,50.785,0,0
8.319,67.582,0,1
0.735,61.846,0,0
1.749,72.058,0,1
3.427,80.642,1,1
10.494,87.771,1,1
1.030,59.168,0,0
5.063,88.465,1,2
4.924,98.211,1,2
2.270,52.738,0,0
10.279,89.504,1,1
2.865,55.777,0,0
9.515,45.467,0,0
5.930,70.350,1,1
7.630,98.124,1,2
7.935,93.283,1,2
7.247,67.910,0,1
8.591,53.764,0,0
9.312,66.660,0,1
1.916,86.506,1,2
1.392,50.144,0,0
5.036,70.325,1,1
1.576,53.570,0,0
6.409,81.695,1,1
9.916,76.881,0,1
5.649,88.374,1,2
2.181,59.018,0,0
1.668,71.763,0,0
5.819,46.341,0,0
7.933,82.856,1,1
8.563,67.335,0,1
8.059,55.441,0,0
5.147,63.031,0,1
9.253,95.309,1,2
5.909,54.440,0,0
7.331,74.726,1,1
0.525,55.923,0,0
5.406,97.422,1,2
1.367,51.052,0,0
